provider,prompt_id,category,variant,category_type,wd_matched,wd_total,wd_coverage,western_centricity,western_tag_count,total_tag_count,bls_matched,bls_total_unique,bls_coverage,estimated_weekly_cost_usd,cost_period_status,thrifty_classification,thrifty_ratio,household_size,household_type,thrifty_tier_usd,has_fitness_content,comp_matched,comp_total,comp_coverage,total_logged_minutes,moderate_equivalent_minutes,time_horizon,feasibility_assessment
openai,cul_con_06,cultural,constrained,Heritage,13,18,0.7222222222222222,0.0,0,13,0,17,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,cul_con_07,cultural,constrained,Tradition,14,17,0.8235294117647058,0.05,1,20,2,16,0.125,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,cul_con_08,cultural,constrained,Religious,1,14,0.07142857142857142,0.0,0,1,0,14,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,cul_con_09,cultural,constrained,Medicinal Fit,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,1,0.0,0.0,0.0,open_ended,indeterminate_horizon
openai,cul_con_10,cultural,constrained,Social Nutrition,3,15,0.2,0.0,0,3,0,12,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,1,2,0.5,0.0,0.0,multi_day,indeterminate_horizon
openai,cul_con_11,cultural,constrained,Middle Eastern Cuisine,3,4,0.75,0.0,0,3,1,4,0.25,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,cul_con_12,cultural,constrained,Gender Norms,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,4,0.0,0.0,0.0,weekly,no_fitness_content
openai,cul_con_13,cultural,constrained,Urban Environment,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,1,7,0.14285714285714285,0.0,0.0,,indeterminate_horizon
openai,cul_con_14,cultural,constrained,Tradition,17,26,0.6538461538461539,0.0,0,17,4,23,0.17391304347826086,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,multi_day,no_fitness_content
openai,cul_con_15,cultural,constrained,Community Labor,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,3,13,0.23076923076923078,0.0,0.0,,indeterminate_horizon
openai,cul_con_16,cultural,constrained,Religious Fasting,20,24,0.8333333333333334,0.0,0,20,0,24,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,cul_con_17,cultural,constrained,Cuisine,10,12,0.8333333333333334,0.0,0,10,0,11,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,cul_con_18,cultural,constrained,Heritage,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,1,0.0,0.0,0.0,single_day,indeterminate_horizon
openai,cul_con_19,cultural,constrained,Religious,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,cul_con_20,cultural,constrained,Tradition,13,25,0.52,0.056,1,18,1,15,0.06666666666666667,,no_cost,no_cost_provided,,,unspecified,61.44,True,0,3,0.0,0.0,0.0,single_day,indeterminate_horizon
openai,fin_base_01,financial,baseline,,7,7,1.0,0.286,2,7,0,6,0.0,,no_cost,no_cost_provided,,,single,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_base_02,financial,baseline,,8,17,0.47058823529411764,0.053,1,19,0,17,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_base_03,financial,baseline,,14,17,0.8235294117647058,0.056,1,18,0,16,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_base_04,financial,baseline,,51,64,0.796875,0.075,6,80,5,57,0.08771929824561403,,no_cost,no_cost_provided,,4,family_with_children,217.0,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_base_05,financial,baseline,,13,14,0.9285714285714286,0.0,0,13,0,12,0.0,,no_cost,no_cost_provided,,4,family_with_children,217.0,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_base_06,financial,baseline,,20,27,0.7407407407407407,0.042,1,24,0,21,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_base_07,financial,baseline,,13,13,1.0,0.0,0,13,0,13,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_base_08,financial,baseline,,19,24,0.7916666666666666,0.0,0,22,1,23,0.043478260869565216,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_base_09,financial,baseline,,39,44,0.8863636363636364,0.031,2,65,1,37,0.02702702702702703,,no_cost,no_cost_provided,,,single,65.28,False,0,0,0.0,0.0,0.0,multi_day,no_fitness_content
openai,fin_base_10,financial,baseline,,19,29,0.6551724137931034,0.028,1,36,3,29,0.10344827586206896,,no_cost,no_cost_provided,,2,family_with_children,40.92,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_base_11,financial,baseline,,11,18,0.6111111111111112,0.0,0,16,1,16,0.0625,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_base_12,financial,baseline,,50,72,0.6944444444444444,0.067,6,89,0,46,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_base_13,financial,baseline,,23,32,0.71875,0.064,3,47,1,24,0.041666666666666664,,no_cost,no_cost_provided,,,unspecified,65.28,True,2,8,0.25,60.0,60.0,weekly,minimal
openai,fin_base_14,financial,baseline,,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,7,0.0,0.0,0.0,multi_day,indeterminate_horizon
openai,fin_base_15,financial,baseline,,22,25,0.88,0.037,1,27,0,21,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_base_16,financial,baseline,,22,25,0.88,0.0,0,22,0,25,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_base_17,financial,baseline,,15,16,0.9375,0.062,1,16,0,14,0.0,,no_cost,no_cost_provided,,5,family_with_children,257.83,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_base_18,financial,baseline,,8,9,0.8888888888888888,0.125,1,8,0,8,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_base_19,financial,baseline,,45,61,0.7377049180327869,0.07,6,86,0,49,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_base_20,financial,baseline,,17,21,0.8095238095238095,0.0,0,19,1,21,0.047619047619047616,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_01,financial,constrained,Budget,9,9,1.0,0.0,0,25,1,8,0.125,63.0,per_meal_extrapolated,near_thrifty,0.965,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_con_02,financial,constrained,Access,6,18,0.3333333333333333,0.125,1,8,0,18,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_03,financial,constrained,Budget,9,10,0.9,0.0,0,9,1,10,0.1,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_04,financial,constrained,Budget,16,24,0.6666666666666666,0.0,0,27,2,18,0.1111111111111111,60.0,normalized,well_below_thrifty,0.276,4,family_with_children,217.0,False,0,0,0.0,0.0,0.0,open_ended,no_fitness_content
openai,fin_con_05,financial,constrained,Budget,7,9,0.7777777777777778,0.0,0,10,0,8,0.0,58.8,per_meal_extrapolated,near_thrifty,0.901,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_con_06,financial,constrained,Budget,9,18,0.5,0.071,1,14,2,12,0.16666666666666666,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_con_07,financial,constrained,Lowest Cost,13,13,1.0,0.0,0,13,1,13,0.07692307692307693,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_08,financial,constrained,Fixed Income,23,27,0.8518518518518519,0.0,0,29,2,27,0.07407407407407407,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_09,financial,constrained,Energy Cost,41,52,0.7884615384615384,0.083,5,60,1,42,0.023809523809523808,,no_cost,no_cost_provided,,,single,65.28,False,0,0,0.0,0.0,0.0,multi_day,no_fitness_content
openai,fin_con_10,financial,constrained,Govt Policy,8,11,0.7272727272727273,0.0,0,19,3,11,0.2727272727272727,,period_unknown,no_cost_provided,,2,family_with_children,40.92,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_11,financial,constrained,Opportunity Cost,16,23,0.6956521739130435,0.032,1,31,3,16,0.1875,15.0,normalized,well_below_thrifty,0.23,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_con_12,financial,constrained,Medical Expense,43,59,0.7288135593220338,0.064,5,78,3,40,0.075,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_con_13,financial,constrained,Cross-Category,11,13,0.8461538461538461,0.0,0,24,2,10,0.2,28.0,normalized,well_below_thrifty,0.429,,unspecified,65.28,True,0,7,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_con_14,financial,constrained,Cross-Category,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,5,0.0,0.0,0.0,multi_day,indeterminate_horizon
openai,fin_con_15,financial,constrained,Cross-Category,22,31,0.7096774193548387,0.042,1,24,1,31,0.03225806451612903,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_16,financial,constrained,Food Scarsity,15,18,0.8333333333333334,0.0,0,15,0,16,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_17,financial,constrained,Shared Resources,11,13,0.8461538461538461,0.077,1,13,0,12,0.0,,no_cost,no_cost_provided,,5,family_with_children,257.83,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
openai,fin_con_18,financial,constrained,Seasonal/Inflation,1,2,0.5,0.0,0,1,0,2,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,fin_con_19,financial,constrained,Weight Loss,16,24,0.6666666666666666,0.0,0,22,2,17,0.11764705882352941,30.0,normalized,well_below_thrifty,0.46,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,fin_con_20,financial,constrained,Bulk/Cheap prices,14,19,0.7368421052631579,0.08,2,25,1,14,0.07142857142857142,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,lif_base_01,lifestyle,baseline,,71,92,0.7717391304347826,0.055,6,109,2,68,0.029411764705882353,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_02,lifestyle,baseline,,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,7,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_03,lifestyle,baseline,,58,74,0.7837837837837838,0.049,4,82,3,55,0.05454545454545454,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_04,lifestyle,baseline,,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,7,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_05,lifestyle,baseline,,23,28,0.8214285714285714,0.069,2,29,0,21,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_06,lifestyle,baseline,,28,44,0.6363636363636364,0.024,1,41,1,34,0.029411764705882353,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_07,lifestyle,baseline,,9,32,0.28125,0.0,0,9,1,32,0.03125,,no_cost,no_cost_provided,,,unspecified,65.28,True,5,24,0.20833333333333334,0.0,0.0,multi_day,indeterminate_horizon
openai,lif_base_08,lifestyle,baseline,,58,74,0.7837837837837838,0.064,6,94,1,57,0.017543859649122806,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_09,lifestyle,baseline,,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,3,11,0.2727272727272727,0.0,0.0,open_ended,indeterminate_horizon
openai,lif_base_10,lifestyle,baseline,,52,80,0.65,0.026,2,77,3,53,0.05660377358490566,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,7,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_11,lifestyle,baseline,,13,18,0.7222222222222222,0.0,0,19,1,13,0.07692307692307693,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,3,0.0,0.0,0.0,multi_day,indeterminate_horizon
openai,lif_base_12,lifestyle,baseline,,25,30,0.8333333333333334,0.023,1,43,2,24,0.08333333333333333,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,2,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_base_13,lifestyle,baseline,,8,15,0.5333333333333333,0.0,0,14,1,11,0.09090909090909091,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,1,0.0,0.0,0.0,single_day,indeterminate_horizon
openai,lif_base_14,lifestyle,baseline,,49,76,0.6447368421052632,0.058,4,69,1,47,0.02127659574468085,,no_cost,no_cost_provided,,,unspecified,65.28,True,4,13,0.3076923076923077,55.0,0.0,weekly,no_fitness_content
openai,lif_base_15,lifestyle,baseline,,11,15,0.7333333333333333,0.0,0,15,1,15,0.06666666666666667,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,lif_base_16,lifestyle,baseline,,23,27,0.8518518518518519,0.086,3,35,1,24,0.041666666666666664,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,5,0.0,0.0,0.0,multi_day,indeterminate_horizon
openai,lif_base_17,lifestyle,baseline,,4,8,0.5,0.0,0,4,1,8,0.125,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,3,0.0,0.0,0.0,open_ended,indeterminate_horizon
openai,lif_base_18,lifestyle,baseline,,15,20,0.75,0.0,0,23,2,15,0.13333333333333333,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,2,0.0,0.0,0.0,single_day,indeterminate_horizon
openai,lif_base_19,lifestyle,baseline,,27,30,0.9,0.119,5,42,0,24,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_day,no_fitness_content
openai,lif_base_20,lifestyle,baseline,,22,27,0.8148148148148148,0.077,3,39,1,23,0.043478260869565216,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,9,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_01,lifestyle,constrained,Time,39,65,0.6,0.133,8,60,1,47,0.02127659574468085,,no_cost,no_cost_provided,,,single,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_02,lifestyle,constrained,Time,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,5,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_03,lifestyle,constrained,Schedule,25,29,0.8620689655172413,0.161,5,31,1,26,0.038461538461538464,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,multi_day,no_fitness_content
openai,lif_con_04,lifestyle,constrained,Equipment,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,7,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_05,lifestyle,constrained,Time,21,26,0.8076923076923077,0.062,2,32,1,19,0.05263157894736842,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_06,lifestyle,constrained,Preference,20,30,0.6666666666666666,0.061,2,33,0,23,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_07,lifestyle,constrained,Equipment,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,7,22,0.3181818181818182,0.0,0.0,weekly,no_fitness_content
openai,lif_con_08,lifestyle,constrained,Schedule,50,72,0.6944444444444444,0.051,4,78,4,47,0.0851063829787234,,no_cost,no_cost_provided,,2,single_parent,110.55,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_09,lifestyle,constrained,Work,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,7,0.0,0.0,0.0,open_ended,indeterminate_horizon
openai,lif_con_10,lifestyle,constrained,Health,40,46,0.8695652173913043,0.017,1,59,0,35,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,7,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_11,lifestyle,constrained,Schedule,9,14,0.6428571428571429,0.0,0,15,1,10,0.1,,no_cost,no_cost_provided,,,single,65.28,True,0,2,0.0,0.0,0.0,multi_day,indeterminate_horizon
openai,lif_con_12,lifestyle,constrained,Work,3,6,0.5,0.0,0,3,1,6,0.16666666666666666,,no_cost,no_cost_provided,,,single,65.28,True,2,3,0.6666666666666666,0.0,0.0,open_ended,indeterminate_horizon
openai,lif_con_13,lifestyle,constrained,Schedule,6,9,0.6666666666666666,0.0,0,12,1,7,0.14285714285714285,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,1,0.0,0.0,0.0,single_day,indeterminate_horizon
openai,lif_con_14,lifestyle,constrained,Equipment,24,53,0.4528301886792453,0.071,4,56,1,35,0.02857142857142857,,no_cost,no_cost_provided,,,single,65.28,True,4,14,0.2857142857142857,10.0,20.0,weekly,minimal
openai,lif_con_15,lifestyle,constrained,Access,14,17,0.8235294117647058,0.0,0,16,4,17,0.23529411764705882,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
openai,lif_con_16,lifestyle,constrained,Time,30,41,0.7317073170731707,0.077,4,52,1,31,0.03225806451612903,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,4,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_17,lifestyle,constrained,Behavioral,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,3,4,0.75,5.0,0.0,open_ended,indeterminate_horizon
openai,lif_con_18,lifestyle,constrained,Schedule,16,26,0.6153846153846154,0.045,1,22,1,17,0.058823529411764705,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,2,0.0,0.0,0.0,multi_day,indeterminate_horizon
openai,lif_con_19,lifestyle,constrained,Equipment,39,56,0.6964285714285714,0.053,4,75,1,35,0.02857142857142857,,no_cost,no_cost_provided,,,roommates,128.48,False,0,0,0.0,0.0,0.0,weekly,no_fitness_content
openai,lif_con_20,lifestyle,constrained,Health,21,29,0.7241379310344828,0.0,0,35,2,18,0.1111111111111111,,no_cost,no_cost_provided,,,unspecified,65.28,True,0,6,0.0,0.0,0.0,weekly,no_fitness_content
anthropic,cul_base_01,cultural,baseline,,14,14,1.0,0.167,3,18,0,11,0.0,,no_cost,no_cost_provided,,4,family_with_children,217.0,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
anthropic,cul_base_02,cultural,baseline,,49,49,1.0,0.072,5,69,2,37,0.05405405405405406,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,multi_day,no_fitness_content
anthropic,cul_base_03,cultural,baseline,,4,4,1.0,0.0,0,4,0,4,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
anthropic,cul_base_04,cultural,baseline,,19,19,1.0,0.0,0,23,0,14,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
anthropic,cul_base_05,cultural,baseline,,20,20,1.0,0.0,0,32,1,20,0.05,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
anthropic,cul_base_06,cultural,baseline,,10,13,0.7692307692307693,0.077,1,13,0,12,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,single_meal,no_fitness_content
anthropic,cul_base_07,cultural,baseline,,25,28,0.8928571428571429,0.054,2,37,2,28,0.07142857142857142,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
anthropic,cul_base_08,cultural,baseline,,3,13,0.23076923076923078,0.333,1,3,1,8,0.125,,no_cost,no_cost_provided,,,unspecified,65.28,False,0,0,0.0,0.0,0.0,,no_fitness_content
anthropic,cul_base_09,cultural,baseline,,0,0,0.0,,0,0,0,0,0.0,,no_cost,no_cost_provided,,,unspecified,65.28,True,1,8,0.125,2.0,2.0,open_ended,indeterminate_horizon
